id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23485127,Private 2 BR garden suite in character home,121580936,Kitsilano,49.26541,-123.18468,Entire home/apt,192,3,31,2019-07-02,2.79,1,97
23487490,2 bedrooms private guest suite at Mount Pleasant,144860062,Mount Pleasant,49.26142,-123.08956,Entire home/apt,87,1,74,2019-06-24,4.63,2,44
23487994,Suite Boutique Priv’©e . Central Vancouver,61804583,Shaughnessy,49.23906,-123.14803,Entire home/apt,150,1,71,2019-07-09,4.85,2,81
23502564,"New, Minimal & Bright Townhome in a Quiet Neighbourhood",1275057,Downtown Eastside,49.2807,-123.0793,Entire home/apt,125,3,65,2019-07-06,3.95,1,188
23503959,One of a kind Modern 1BR Central Downtown!_…Ä_…Ä_…Ä_…Ä_…Ä,38459934,Downtown,49.27943,-123.11858,Entire home/apt,129,31,1,2018-09-08,0.1,26,41
23504130,2 Bedroom Garden Guest Suite on the Drive,32310654,Grandview-Woodland,49.26914,-123.07189,Entire home/apt,150,2,66,2019-06-19,4.05,1,295
23505094,Beautiful two bedroom home in Central Vancouver,4390865,Riley Park,49.2542,-123.09696,Entire home/apt,119,2,2,2018-07-24,0.16,1,0
23507938,Bright cozy house in Main St area. No stairs,12305815,Riley Park,49.24975,-123.10645,Entire home/apt,135,5,14,2019-07-03,1.1,1,139
23519364,Hip Condo _—¢ CENTRAL LOCATION _—¢ Ideal for Foodies,6705291,Downtown,49.27924,-123.10975,Entire home/apt,251,2,30,2019-07-07,2.27,1,14
23527106,"Great apartment, superb location",6005855,Downtown,49.27392,-123.1,Entire home/apt,150,3,14,2018-10-23,0.92,2,0
23528634,Nelson House-Room 5 (bathroom is out of bedroom),10047608,West End,49.28738,-123.13332,Private room,98,2,42,2019-06-12,2.63,8,36
23546333,Cozy and Comfy 1-Bedroom Near Gastown,2599470,Downtown Eastside,49.28013,-123.10045,Entire home/apt,70,30,3,2018-08-20,0.18,1,0
23546911,Downtown 2 Story Spacious Home - Perfect Location!,19059944,West End,49.2841,-123.13076,Entire home/apt,375,3,68,2019-07-07,4.99,2,313
23547808,Modern design home steps from Commercial Drive,2344259,Grandview-Woodland,49.27023,-123.06587,Entire home/apt,251,3,2,2018-07-20,0.16,1,192
23559355,"LUXURIOUS, Ceiling-floor window, Perfect Location",2502595,Downtown,49.27285,-123.12627,Entire home/apt,251,31,0,,NA,19,333
23563575,Nelson House-Room 0,10047608,West End,49.28679,-123.13319,Private room,88,2,45,2019-06-23,3.21,8,10
23576992,Vancouver Comfort,13144850,Dunbar Southlands,49.23515,-123.18483,Entire home/apt,680,2,10,2019-05-27,0.75,2,161
23578800,Million Dollar Apartment with Unbeatable Amenities,2502595,Downtown,49.27481,-123.12723,Entire home/apt,160,31,1,2018-08-07,0.09,19,352
23578813,Private sanctuary near seawalls Vancouver,173235782,West Point Grey,49.26689,-123.21177,Entire home/apt,499,2,35,2019-07-07,2.16,2,168
23583730,private room close to downtown,103324604,Oakridge,49.23256,-123.1102,Private room,37,2,8,2019-02-04,0.56,1,0
23595946,Stunning Mountain Views from the Top Floor,8806211,Mount Pleasant,49.26158,-123.08273,Private room,60,30,1,2018-05-02,0.07,1,3
23611783,Spacious 2-bedroom apartment with mountain views,4185719,Downtown,49.27829,-123.10819,Entire home/apt,150,14,3,2018-10-13,0.25,2,0
23615592,Luxurious Apartment with Rooftop Pool and Hot Tub,2502595,Downtown,49.27295,-123.12582,Entire home/apt,199,31,1,2018-07-14,0.08,19,352
23615744,"Luxury 1 Bedroom, 1 Bath, with Top Level Amenities",2502595,Downtown,49.2747,-123.12747,Entire home/apt,251,31,0,,NA,19,334
23615892,Brand New Contemporary 1 Bedroom Condo in Yaletown,2502595,Downtown,49.27484,-123.12657,Entire home/apt,220,31,0,,NA,19,334
23616072,Spacious 2 bedroom High End Condo in Yaletown,2502595,Downtown,49.2727,-123.12598,Entire home/apt,350,31,1,2019-06-01,0.75,19,337
23616175,Modern Luxury Living 2bedroom 2bath in Yaletown,2502595,Downtown,49.27272,-123.1258,Entire home/apt,350,31,0,,NA,19,337
23616622,LUXURY HERITAGE HOUSE! Walk to Beach & Downtown,103792072,Kitsilano,49.27007,-123.16843,Entire home/apt,611,3,1,2018-12-12,0.14,1,191
23631177,Gorgeous Yaletown boutique suite.,95217850,Downtown,49.27438,-123.13359,Entire home/apt,199,3,43,2019-06-25,2.91,14,264
23633361,Modern 2 Bedroom in Popular Tourist Area,86367717,Fairview,49.27057,-123.1407,Entire home/apt,119,30,1,2018-06-27,0.08,1,89
23643968,Beautiful Condo Downtown Vancouver Canada 1000 sf,176965989,Downtown,49.28751,-123.11998,Entire home/apt,249,3,27,2019-07-05,1.88,1,150
23648497,Beautiful Downtown Condo with Underground Parking,177020839,Downtown,49.27778,-123.13068,Entire home/apt,174,2,12,2019-06-10,0.77,1,1
23648918,Downtown Condo 2 bedrm 2 bathrm w/View  & Parking,108774971,West End,49.28709,-123.12528,Entire home/apt,241,2,57,2019-07-06,3.94,1,52
23649937,Shared Home away from Home. Sleeps 2. Prvt roof!,50327421,Kitsilano,49.26833,-123.14772,Shared room,100,3,22,2019-06-21,1.4,1,41
23653094,LUXURY DOWNTOWN  PENTHOUSE WILL BLOW YOUR MIND,175153579,Downtown,49.27805,-123.10857,Entire home/apt,500,1,68,2019-07-05,4.25,1,138
23653454,1 Bedroom private guest suite at Mount Pleasant,144860062,Mount Pleasant,49.26242,-123.08941,Entire home/apt,60,1,54,2019-06-25,3.33,2,75
23653839,Garden Room,8962386,Riley Park,49.24994,-123.10954,Private room,45,7,22,2019-07-08,1.43,2,20
23667593,New Entire Home-5 beds,3494649,Hastings-Sunrise,49.27437,-123.03609,Entire home/apt,349,2,17,2019-06-23,1.1,2,156
23669358,Modern Spacious 1 Bedroom Apartment Near VGH,177231927,Fairview,49.25822,-123.12855,Entire home/apt,125,2,83,2019-07-08,5.2,1,34
23672204,Comfortable 2 Bedroom Private Suite Near Metrotown,52836108,Killarney,49.22597,-123.03439,Entire home/apt,98,1,105,2019-07-07,6.47,1,52
23674007,Central Downtown 1 BR APT+Office+FREE PARKING!,167647085,West End,49.28565,-123.12516,Entire home/apt,168,1,63,2019-07-05,4.01,1,78
23682292,State of the Art 1BR Relocation/Business _Èç Dwtwn!,38459934,Downtown,49.28148,-123.11802,Entire home/apt,135,31,1,2018-08-12,0.09,26,46
23686726,Private Main Floor of House in Core of Vancouver,44612482,Riley Park,49.23309,-123.09884,Entire home/apt,150,30,4,2018-08-12,0.28,4,311
23697880,Stunning Suite with Partial Ocean View,8368718,Downtown,49.27887,-123.12607,Entire home/apt,91,31,10,2018-09-03,0.63,3,29
23710935,"Quiet Cozy Suite, 5min Walk to Beach/Transit/Park",4429075,Kitsilano,49.26906,-123.17985,Private room,80,30,48,2019-06-24,3.1,3,32
23711804,Stadium Sunrise,20986776,Downtown Eastside,49.28097,-123.10879,Entire home/apt,500,6,23,2019-07-03,1.6,1,196
23747406,Live and Love Vancouver ... Entire Heritage Home,171146498,Dunbar Southlands,49.24763,-123.19411,Entire home/apt,268,1,13,2019-06-16,0.94,3,146
23747780,Top Class 1BR Perfect for Corporate/Relocation _“â,38459934,Downtown,49.27996,-123.11715,Entire home/apt,140,31,0,,NA,26,51
23750023,Great masteroom with your own washroom in downtown,35571562,Downtown,49.27898,-123.11723,Private room,60,30,47,2019-05-01,3.05,1,0
23767009,RELAXING 3 BED UPPER SUITE EZ TRANSIT GROCERY FOOD,178275267,Kensington-Cedar Cottage,49.24571,-123.06209,Entire home/apt,300,2,58,2019-07-05,3.95,1,137
23769826,Amazing 1BR Apartment in the Olympic Village,167708643,Mount Pleasant,49.27059,-123.10164,Entire home/apt,129,30,39,2019-06-12,2.44,1,97
23771188,ULTIMATE LOCATION IN THE HEART OF DOWNTOWN,31304279,Downtown,49.28298,-123.11705,Entire home/apt,251,30,0,,NA,1,343
23773053,Brilliant corner loft in Gastown!,178348855,Downtown Eastside,49.28188,-123.10485,Entire home/apt,108,30,22,2019-06-07,1.4,1,13
23800634,Charming 2 Bedroom Ground Floor Artist's Home,176226893,Kerrisdale,49.23383,-123.16057,Entire home/apt,146,3,20,2019-07-08,1.38,1,287
23802251,Elegant Designed 1BR _ÈÇ Dwntn ~Corporate/Relocation,38459934,Downtown,49.28443,-123.11733,Entire home/apt,135,31,0,,NA,26,41
23810907,Mt. Pleasant Mountain View!,78650631,Mount Pleasant,49.2607,-123.0888,Private room,98,2,56,2019-06-30,3.57,2,24
23816739,"Single detached , corner home",178767690,Kensington-Cedar Cottage,49.23689,-123.09018,Private room,39,1,2,2018-09-28,0.21,3,0
23821386,Quiet artful main floor w/ piano & inlet views,178540673,Hastings-Sunrise,49.28975,-123.05306,Entire home/apt,135,2,10,2019-06-23,0.64,3,0
23822741,Nelson House - Room G2,10047608,West End,49.28563,-123.13228,Private room,88,3,35,2019-06-19,2.42,8,12
23824014,Vancouver Downtown CoreGreat location3[3Bed-Rooms],43518490,Downtown,49.2783,-123.123,Entire home/apt,399,1,31,2019-02-14,2.1,1,230
23827382,Fairview 3 Bed Townhome Oasis (min 30 days),4292086,Fairview,49.26418,-123.11753,Entire home/apt,174,30,6,2019-06-30,0.54,11,281
23834095,Huge Balcony! 1 Bd near Yaletown and Seawall,178801067,Downtown,49.27672,-123.12812,Entire home/apt,150,2,76,2019-06-22,5.25,2,85
23838754,Bright Guest Bedroom w/ Private Bath - Main Street,9508751,Riley Park,49.25478,-123.10075,Private room,45,30,3,2019-04-12,0.26,2,317
23853659,02 level-4.5 BRs Clean 2 level House in Van East,78927738,Kensington-Cedar Cottage,49.23425,-123.08831,Entire home/apt,251,1,24,2019-06-13,1.69,3,0
23856693,2 BRs at Comfort & Clean House in Van East,78927738,Riley Park,49.23412,-123.09057,Private room,100,1,15,2018-10-31,0.97,3,0
23857168,2 Clean and Warm BRs in Van East,78927738,Kensington-Cedar Cottage,49.23408,-123.08947,Private room,70,1,8,2018-09-30,0.52,3,0
23858380,Georgian character house in great location!,50780482,Kerrisdale,49.2292,-123.14193,Entire home/apt,258,2,45,2019-07-07,2.89,1,79
23861668,Amazing 2 bedroom suite  close to skytrain,179266114,Kensington-Cedar Cottage,49.24201,-123.06016,Entire home/apt,75,1,69,2019-07-06,4.44,1,273
23861749,Cozy & Chic 1 Bedroom Condo in Vibrant Gastown,19748213,Downtown Eastside,49.28278,-123.10379,Entire home/apt,119,3,50,2019-06-26,3.17,10,26
23862530,Modern and Comfortable East Van Family Home,134433899,Kensington-Cedar Cottage,49.25024,-123.07049,Entire home/apt,325,3,3,2019-02-06,0.26,1,17
23874906,Cozy 1 bedroom basement suite,48890957,Oakridge,49.22363,-123.11896,Private room,91,2,30,2019-06-02,2.07,1,21
23885617,"*NEW* 1BR Olympic Village! Private, Patio, Parking",179491068,Mount Pleasant,49.2702,-123.10975,Entire home/apt,160,3,63,2019-06-18,4,1,88
23896457,"West Coast Style, Deck, Transit: 15 Min Dtwn/Beach",179580467,Marpole,49.21378,-123.1425,Entire home/apt,850,1,9,2019-06-23,0.68,1,19
23899651,Kits Cozy,31622088,Kitsilano,49.26465,-123.156,Private room,135,1,120,2019-07-08,7.59,2,25
23916822,$245- Luxury 3 bedroom 2.5 bthrm home in Kitsilano,159019037,Kitsilano,49.2651,-123.18366,Entire home/apt,299,5,12,2019-07-06,0.98,7,233
23922426,Stylish Modern Trendy Area 1 Bedroom/Den,145189930,Downtown,49.27984,-123.10805,Entire home/apt,150,1,97,2019-07-07,6.33,1,302
23925549,Fabulous One Bed w/ Coal Harbour View,15546774,Downtown,49.29023,-123.1244,Entire home/apt,251,30,19,2019-05-29,1.3,3,60
23943515,Quiet comfortable private bedroom.,178540673,Hastings-Sunrise,49.29068,-123.05311,Private room,39,3,2,2018-07-15,0.13,3,0
23944116,Beautiful room on Main Street,180020862,Riley Park,49.23638,-123.10117,Private room,140,3,23,2019-07-04,1.6,1,141
23949338,Large Suite in Modern $5 Million Mansion,11851365,Arbutus Ridge,49.23976,-123.1572,Private room,125,2,15,2019-07-05,0.99,2,158
23949937,ë_—ëèÛ__“ëÂ_ë___ãÄ__æ,179895629,Shaughnessy,49.23764,-123.12861,Private room,70,4,64,2019-06-19,4.09,2,30
23958017,Cozy Bedroom in quiet neighbourhood close to shops,178540673,Hastings-Sunrise,49.29035,-123.05209,Private room,55,3,3,2018-06-21,0.21,3,0
23960634,Private Room in Mansion with Semi-Private Bathroom,11851365,Arbutus Ridge,49.2401,-123.15753,Private room,75,1,9,2019-07-07,0.6,2,8
23962953,Yaletown Gem Vancouver Downtown Awesome!,134758907,Downtown,49.2753,-123.11756,Entire home/apt,255,3,15,2019-06-30,1.53,9,25
23976814,Studio Condo in Olympic Village (brand new),83930545,Mount Pleasant,49.2708,-123.10879,Entire home/apt,224,3,39,2019-06-23,2.72,1,16
23981929,Kitsilano heritage home,40061935,Kitsilano,49.26484,-123.16521,Entire home/apt,276,1,73,2019-06-30,5.73,2,112
23982705,The House room # 2,141360456,Renfrew-Collingwood,49.2379,-123.04936,Private room,45,1,45,2019-01-31,3.28,3,0
23991651,NEW KITSILANO 2 bdrm kid friendly home,53967300,Kitsilano,49.26404,-123.16277,Entire home/apt,325,8,3,2018-08-18,0.25,3,0
23994412,_…ÄStylish & Modern 1-bed Garden Suite  in Dunbar!_…Ä,9268678,Dunbar Southlands,49.244,-123.18938,Entire home/apt,139,2,28,2019-06-25,1.96,1,7
23997506,Cambie Village  Luxury 2BDR+2bath modern Apartment,49015428,South Cambie,49.24848,-123.11825,Entire home/apt,230,1,61,2019-07-07,3.89,1,175
23998020,3 Peaks,2782433,South Cambie,49.24532,-123.11869,Entire home/apt,350,2,16,2019-07-07,1.03,1,136
24000674,"ENTIRE new 2 bedroom suite, CENTRAL",3655825,South Cambie,49.25456,-123.12467,Entire home/apt,94,30,3,2018-12-02,0.31,1,162
24015410,"Nice, good located and comfy place? +FREE PARKING!",180730199,Downtown,49.27931,-123.10671,Entire home/apt,110,30,54,2019-06-28,3.53,1,0
24016633,"#319  Self-contained, double-occupancy suite",180741245,Shaughnessy,49.25086,-123.12812,Entire home/apt,75,1,13,2019-05-26,0.86,21,0
24016781,Ultra Modern 1BR Business/Relocation/Productions!_“ç,38459934,Downtown,49.28151,-123.11788,Entire home/apt,146,31,0,,NA,26,31
24018283,Crosstown Den Downtown Vancouver,15535422,Downtown Eastside,49.28037,-123.10909,Private room,64,1,78,2019-06-24,6.43,6,283
24020881,Biglittle 1bedroom suite,44266561,Mount Pleasant,49.25786,-123.1095,Entire home/apt,109,3,18,2019-06-20,1.16,4,93
24022238,Cozy private suite in central Vancouver,145086260,Shaughnessy,49.23462,-123.14207,Entire home/apt,130,2,64,2019-06-24,4.19,1,52
24024438,Dunbar Blue House 1_Seal,180824391,Dunbar Southlands,49.25332,-123.18597,Private room,70,2,33,2019-06-30,2.22,4,79
24024651,New 2 BR+parking+skytrain,129513006,Oakridge,49.2223,-123.11643,Entire home/apt,199,2,25,2019-06-05,1.61,2,142
24066686,White & Bright Two Bed Two Bath Across VGH,139891966,Fairview,49.26024,-123.12668,Entire home/apt,125,30,2,2018-11-17,0.17,28,334
24066913,Quaint & Quiet 1 Bed 1 Bath In Vancouver,139891966,Fairview,49.26012,-123.12765,Entire home/apt,91,30,0,,NA,28,158
24080608,"Clean, bright, and cozy home! Cat lovers welcome!",52472221,Sunset,49.22909,-123.10225,Private room,66,7,21,2018-10-20,1.4,1,42
24088415,New 2br private basement +skytrain,129513006,Oakridge,49.22257,-123.11685,Entire home/apt,199,30,35,2019-06-23,2.36,2,146
24096582,luxurious apartment,172935704,West End,49.28789,-123.12785,Entire home/apt,150,30,2,2019-06-17,0.15,4,129
24100729,_ù_ Downtown 1BR Great for Business/Relocation!,38459934,Downtown,49.2813,-123.11697,Entire home/apt,115,31,1,2018-08-16,0.09,26,45
24103560,#Private small room #Station 1step #downtown,149302685,Downtown,49.27858,-123.11007,Private room,100,30,17,2018-08-26,1.09,2,0
24105549,"New, modern, luxury - Minutes to Beaches, DT, UBC",111469368,West Point Grey,49.26414,-123.19259,Entire home/apt,135,3,64,2019-06-30,4.4,2,115
24118621,"Prime location, luxury building!",27791355,Mount Pleasant,49.26996,-123.10968,Private room,130,2,2,2019-06-05,0.14,3,7
24119846,Beautiful Room in the Heart of Kitsilano Beach,107176582,Kitsilano,49.27308,-123.15557,Private room,62,90,2,2018-12-08,0.17,1,365
24134227,"The Bristol Cambie, 2 bdrm in Cambie Village",181820735,Riley Park,49.25634,-123.11044,Entire home/apt,105,3,12,2019-05-29,1.39,1,67
24134940,Family Home off Main Street,25473957,Riley Park,49.24886,-123.09794,Entire home/apt,299,2,29,2019-01-19,2.04,1,88
24139303,Beautiful Downtown 1 bedroom APT + Free Parking,31189071,Downtown,49.27841,-123.10705,Entire home/apt,100,1,82,2019-07-01,5.44,2,109
24140085,"Newly renovated heritage home, great 'hood",18767885,Grandview-Woodland,49.27888,-123.06144,Entire home/apt,350,5,4,2019-07-06,0.37,1,3
24141611,Historic Yaletown Loft in Downtown Vancouver,122773552,Downtown,49.27749,-123.12077,Entire home/apt,131,2,35,2019-06-16,2.28,4,123
24157149,Vancouver home with a mountain view,20403395,Arbutus Ridge,49.24042,-123.15506,Entire home/apt,110,3,28,2019-06-10,1.91,1,4
24159049,Adelina_—Ès place,182060662,Grandview-Woodland,49.26343,-123.07338,Private room,50,1,62,2019-07-09,4.12,1,320
24160497,1 bedroom suite in a beautiful heritage house,166876263,Mount Pleasant,49.26148,-123.11181,Entire home/apt,130,2,15,2019-06-16,1.17,1,24
24160835,Newly Renovated & Fully Furnished Downtown Studio,182069543,Downtown,49.27628,-123.1254,Entire home/apt,98,30,5,2019-06-29,0.35,1,38
24161747,"Private, Quiet, Coach House in Vancouver",72129028,Victoria-Fraserview,49.21713,-123.07018,Entire home/apt,150,2,42,2019-07-06,2.88,1,102
24165248,"2bdrm Vacation Home, Van Westside",172516713,Dunbar Southlands,49.2488,-123.17801,Entire home/apt,100,2,17,2019-07-04,1.14,1,42
24167131,2 BR + 2 Bath Luxury Condo in Heart of Downtown,102554136,West End,49.28733,-123.1273,Entire home/apt,140,30,2,2019-04-20,0.19,3,301
24183385,Central 5-Star Designer Family Home,182271089,Riley Park,49.23582,-123.10961,Entire home/apt,1200,2,33,2019-07-03,2.49,1,136
24183433,Spectacular 2bedroom Oceanview downtown apartment,146473423,Downtown,49.2875,-123.11979,Entire home/apt,251,90,12,2018-11-26,0.96,2,153
24183739,New Luxury  apt- 29th floor in Downtown Vancouver,146473423,West End,49.28549,-123.12359,Entire home/apt,199,90,0,,NA,2,179
24185198,Vancouver Home in an Awesome Neighbourhood,174479501,Riley Park,49.2467,-123.1022,Entire home/apt,199,2,14,2018-10-07,0.97,1,0
24185448,Kits Beach Loft,20476536,Kitsilano,49.27012,-123.15403,Entire home/apt,150,5,22,2018-08-31,1.53,1,300
24186439,DTCityCtr+view+AC+walk to shops/food/beach/sights!,4502616,Downtown,49.28038,-123.12465,Entire home/apt,94,30,10,2019-06-25,0.71,1,68
24188017,"Stunning views, Gastown 
2 Bedrm 2 Bath, 1 Parking",180376660,Downtown Eastside,49.28368,-123.10868,Entire home/apt,450,2,83,2019-06-25,5.6,2,192
24200288,Central 2 bedroom Apartment with patio and views,10507457,Downtown,49.27942,-123.10829,Entire home/apt,276,3,25,2019-06-15,1.74,4,292
24202631,D81 - 2 bedroom downtown,30899,Downtown,49.27666,-123.13031,Entire home/apt,115,30,2,2019-06-03,0.18,36,322
24202972,D82 - Fabulous 2 bed 2 bath downtown Vancouver,30899,Downtown,49.27533,-123.13073,Entire home/apt,130,30,1,2019-04-27,0.4,36,330
24206329,Stunning mountain and ocean view 2 bedroom.,75487249,Downtown,49.27557,-123.13214,Entire home/apt,174,3,60,2019-07-06,4.32,1,226
24207629,D84 - 2 Bedroom Executive Suite downtown,30899,Downtown,49.27699,-123.12925,Entire home/apt,115,30,0,,NA,36,163
24207669,D85 - Fantastic 2 bedroom apartment downtown,30899,Downtown,49.27573,-123.13045,Entire home/apt,125,30,2,2019-01-24,0.17,36,340
24225230,Spacious 2BR + 2BATH _ù_ Dwntwn Business/Relocation!,38459934,Downtown,49.28171,-123.11769,Entire home/apt,185,30,0,,NA,26,0
24226316,Master Bedroom in luxury 3b/2bath Renovated Place,112777117,Victoria-Fraserview,49.23133,-123.07677,Private room,79,3,6,2018-08-07,0.4,2,0
24250201,Downtown Vancouver Luxury Furnished Condo,95217850,Downtown,49.28217,-123.11536,Entire home/apt,100,30,3,2018-11-27,0.25,14,283
24253909,Dunbar Blue House 3_Polar Bear,180824391,Dunbar Southlands,49.25512,-123.18475,Private room,80,2,34,2019-06-21,2.33,4,98
24260035,Balaclava Park Guest Suite,30434492,Dunbar Southlands,49.2479,-123.17462,Entire home/apt,125,2,49,2019-06-23,3.41,2,0
24270362,Cozy Top Floor in East Village House,4375716,Hastings-Sunrise,49.2862,-123.0529,Entire home/apt,167,5,7,2019-05-25,0.49,1,143
24277925,Immaculate! Corner Unit! Views! Pool! Gym!Parking!,76816644,Downtown,49.27929,-123.10731,Entire home/apt,251,2,110,2019-07-03,7.35,1,115
24290071,"Bright, Spacious 3 BR! Popular Mount Pleasant!",183237585,Mount Pleasant,49.26074,-123.09306,Entire home/apt,323,1,88,2019-07-03,6.01,1,99
24290619,2 bedroom on 33 rd and Prince Albert,32234579,Kensington-Cedar Cottage,49.24027,-123.08937,Entire home/apt,165,31,0,,NA,2,364
24293792,Luxury 3 bedrooms house in central Vancouver,183269408,Riley Park,49.25613,-123.1085,Entire home/apt,171,1,92,2019-07-07,6.19,1,109
24310129,Brand New Private Studio Suite in Mount Pleasant,59846096,Riley Park,49.24556,-123.09374,Private room,100,2,81,2019-07-05,5.55,1,93
24313445,COZY ROOM CLOSE TO DOWNTOWN,26230655,Downtown Eastside,49.27705,-123.09239,Private room,49,1,106,2019-07-06,7.02,2,23
24328404,Summer vacation home! IN DOWNTOWN Vancouver!,75669015,Downtown,49.27813,-123.12,Entire home/apt,119,31,0,,NA,1,0
24335614,1 Bedroom Apartment 2 Blocks from Sunset Beach,173859564,West End,49.27949,-123.13394,Entire home/apt,100,2,23,2019-04-01,1.58,1,0
24337332,Kitsilano Comfort,20517828,Kitsilano,49.26065,-123.17775,Entire home/apt,97,2,17,2019-07-03,1.19,2,39
24352896,Independent artist suite in Beautiful English Bay,6375505,West End,49.28022,-123.13544,Entire home/apt,100,2,61,2019-06-19,4.54,1,208
24353982,Luxury Downtown Vancouver Townhome with AC!,158823097,Downtown,49.27407,-123.1253,Entire home/apt,199,2,11,2019-07-02,0.8,4,82
24358269,"2 Bedrooms near Skytrain, Shopping in Vancouver",58189935,Killarney,49.22925,-123.03584,Entire home/apt,94,1,42,2019-06-29,2.92,2,323
24371979,Relaxing Comfort One Block to Kits Beach,702188,Kitsilano,49.2741,-123.14822,Entire home/apt,379,1,33,2019-06-24,2.44,1,72
24372189,Modern Living in Coal Harbour.,397721,Downtown,49.28703,-123.12448,Entire home/apt,249,1,61,2019-06-11,4.23,1,0
24372539,PRIME UPSCALE DOWNTOWN LOCATION W/ A 99 WALK SCORE,156808817,Downtown,49.28785,-123.12363,Entire home/apt,245,1,98,2019-06-23,6.7,2,300
24373711,Relaxed Garden View,17156373,Fairview,49.2619,-123.13099,Entire home/apt,150,30,35,2019-03-24,2.43,3,180
24376030,Bedroom in luxury 3b/2bath Renovated Place,112777117,Victoria-Fraserview,49.2319,-123.07698,Private room,45,3,23,2018-08-19,1.55,2,0
24378747,"Master Bedroom, Private Bath&Balcony Good Location",94416838,Victoria-Fraserview,49.22771,-123.06689,Private room,56,1,76,2019-06-12,5.27,2,0
24379068,Creative Historical Home with Backyard Lounge,183998473,Riley Park,49.24744,-123.09766,Entire home/apt,395,3,41,2019-07-06,3.35,1,15
24379576,A GEM IN THE HEART OF YALETOWN,182951403,Downtown,49.27797,-123.11862,Entire home/apt,215,4,23,2019-05-19,1.58,1,110
24379644,Modern suite in the best part of Vancouver.,18979631,Riley Park,49.25417,-123.09328,Entire home/apt,80,1,96,2019-07-06,6.65,2,156
24380721,Beautiful & Private 3 Brms/2 Bath Suite,176820001,West Point Grey,49.26716,-123.21277,Entire home/apt,399,2,25,2019-06-23,1.65,1,68
24389296,Vancouver Downtown 2BR: floor-to-ceiling windows!!,317618,Downtown,49.27931,-123.12746,Entire home/apt,269,1,13,2019-06-16,1.04,9,1
24397392,Main Street Corridor Full Apartment,17883577,Riley Park,49.2444,-123.10232,Entire home/apt,100,2,50,2019-07-08,4.29,1,290
24410469,Modern townhouse in the heart of Strathcona,79417535,Downtown Eastside,49.27688,-123.09106,Entire home/apt,260,14,20,2019-06-09,1.39,1,253
24413898,Charming 2 Bedroom Private Space,180062569,Renfrew-Collingwood,49.24698,-123.04465,Entire home/apt,98,2,26,2019-06-16,1.81,1,67
24413930,Park and pool view Studio in Yaletown Downtown,118991805,Downtown,49.27759,-123.12438,Entire home/apt,91,31,3,2018-08-15,0.24,1,207
24416952,Beautiful Large House in Vancouver West! New Reno!,108443181,Kerrisdale,49.22893,-123.16734,Entire home/apt,279,1,27,2019-06-12,2.21,1,70
24422772,"Entire Suite 2BR + 1BA + 1SFBD, by Airport & UBC",111484772,Marpole,49.21036,-123.14773,Entire home/apt,155,1,2,2019-06-21,1.33,4,57
24444391,EXCELLENT LOCATION 2BD+2BATH APT-YALETOWN,184292903,Downtown,49.27741,-123.12083,Entire home/apt,272,4,22,2019-06-20,1.51,1,92
24445223,"Central Downtown, Clean, Modern, and Comfortable!",184333501,Downtown,49.27849,-123.12465,Entire home/apt,112,1,81,2019-06-26,5.59,1,57
24448342,Private Bachelor Suite in the heart of Kerrisdale,29063125,Kerrisdale,49.23423,-123.17143,Entire home/apt,80,2,20,2018-10-03,1.39,1,0
24448377,Escape to Nature in the City,184642583,Dunbar Southlands,49.2275,-123.18783,Entire home/apt,384,10,1,2018-08-12,0.09,1,0
24449900,Large Character Home - Newly Renovated,2523663,Kensington-Cedar Cottage,49.24577,-123.08785,Entire home/apt,251,3,3,2018-08-07,0.24,1,9
24450782,Private Room in Kitsilano Heritage Home,28469375,Kitsilano,49.27006,-123.1849,Entire home/apt,80,2,60,2019-06-30,4.55,2,258
24454936,Excellent location - Near Airport and Train (6),3153107,Marpole,49.21301,-123.11476,Private room,199,3,2,2019-05-18,0.68,6,285
24455362,Near airport and mall!  Master BR with ensuite,3153107,Marpole,49.21235,-123.11607,Private room,130,3,5,2019-05-14,0.35,6,288
24456370,"Private room central location, monthly rent",89946089,Renfrew-Collingwood,49.23502,-123.02408,Private room,28,31,32,2018-11-17,2.39,2,289
24469246,Minimal + Bright 3BR House for Quiet Getaways,18871578,West Point Grey,49.26321,-123.20337,Entire home/apt,276,2,8,2018-09-23,0.63,1,0
24471332,Heritage-era main-floor suite in trendy Kitsilano,6122887,Kitsilano,49.26066,-123.18237,Entire home/apt,251,3,11,2019-06-23,0.84,2,36
24474689,Gorgeous Historic Loft Gastown,16750396,Downtown Eastside,49.28367,-123.10517,Entire home/apt,251,2,56,2019-06-23,4.08,4,297
24475638,The Right Spot,60152405,Downtown,49.27577,-123.12921,Private room,76,30,14,2019-02-02,0.95,1,341
24493204,Yaletown Modern 2-Level Loft in Downtown Vancouver,89035809,Downtown,49.27469,-123.12564,Entire home/apt,169,3,26,2019-06-24,1.96,1,129
24500508,Sophisticated High-rise Suite with Vancouver Views & Parking,185085297,Downtown,49.28684,-123.12481,Entire home/apt,453,2,70,2019-07-08,5.11,1,32
24501265,Your Home in Downtown Vancouver with Parking,185092131,West End,49.28635,-123.1242,Entire home/apt,189,2,100,2019-07-06,7.06,1,141
